#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
KEGG	hsa04064	NF-kappa B signaling pathway	3	101	1.37	0.0172	9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000401399	CD40LG,CD40,MYD88
KEGG	hsa05145	Toxoplasmosis	3	105	1.35	0.0172	9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000401399	CD40LG,CD40,MYD88
KEGG	hsa05310	Asthma	2	27	1.76	0.0261	9606.ENSP00000359663,9606.ENSP00000361359	CD40LG,CD40
KEGG	hsa04514	Cell adhesion molecules	3	137	1.23	0.0273	9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000379873	CD40LG,CD40,HLA-A
KEGG	hsa05206	MicroRNAs in cancer	3	160	1.17	0.0378	9606.ENSP00000216862,9606.ENSP00000257430,9606.ENSP00000264606	CYP24A1,APC,HDAC4
KEGG	hsa05340	Primary immunodeficiency	2	37	1.63	0.0378	9606.ENSP00000359663,9606.ENSP00000361359	CD40LG,CD40
KEGG	hsa04672	Intestinal immune network for IgA production	2	43	1.56	0.0419	9606.ENSP00000359663,9606.ENSP00000361359	CD40LG,CD40
KEGG	hsa04979	Cholesterol metabolism	2	48	1.51	0.0477	9606.ENSP00000309757,9606.ENSP00000417138	LPL,PLTP
KEGG	hsa05169	Epstein-Barr virus infection	3	193	1.09	0.0477	9606.ENSP00000361359,9606.ENSP00000379873,9606.ENSP00000401399	CD40,HLA-A,MYD88
Reactome	HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	4	129	1.39	0.0499	9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000379873,9606.ENSP00000383115	CD40LG,CD40,HLA-A,COLEC12
Monarch HPO	HP:0003496	Increased circulating IgM level	3	18	2.12	0.0238	9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000401399	CD40LG,CD40,MYD88
Monarch HPO	HP:0002847	Impaired memory B cell generation	2	2	2.89	0.0464	9606.ENSP00000359663,9606.ENSP00000361359	CD40LG,CD40
DISEASES	DOID:0060023	Immunodeficiency with hyper igm type 3	2	2	2.89	0.0409	9606.ENSP00000359663,9606.ENSP00000361359	CD40LG,CD40
DISEASES	DOID:6620	X-linked hyper IgM syndrome	2	2	2.89	0.0409	9606.ENSP00000359663,9606.ENSP00000361359	CD40LG,CD40
COMPARTMENTS	GOCC:0016021	Integral component of membrane	10	1456	0.73	0.0142	9606.ENSP00000226760,9606.ENSP00000293778,9606.ENSP00000302846,9606.ENSP00000334198,9606.ENSP00000343339,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000379873,9606.ENSP00000383115,9606.ENSP00000401399	WFS1,CXCL16,PTGER4,CACNA1H,P2RX2,CD40LG,CD40,HLA-A,COLEC12,MYD88
