#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:33329391	(2020) Oncology and Pharmacogenomics Insights in Polycystic Ovary Syndrome: An Integrative Analysis.	7	127	1.67	0.00054	9606.ENSP00000215832,9606.ENSP00000300055,9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000365777,9606.ENSP00000375844,9606.ENSP00000389814	MAPK1,PLIN1,STK11,PTEN,MTHFR,CAPN10,ADIPOQ
PMID:34831427	(2021) microRNA-27a-3p but Not -5p Is a Crucial Mediator of Human Adipogenesis.	3	12	2.33	0.0249	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:30948220	(2020) Laparoscopic sleeve gastrectomy induces molecular changes in peripheral white blood cells.	3	12	2.33	0.0249	9606.ENSP00000304592,9606.ENSP00000335074,9606.ENSP00000389814	FASN,GHRL,ADIPOQ
PMID:32092101	(2020) Chemerin contributes to in vivo adipogenesis in a location-specific manner.	3	12	2.33	0.0249	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:33142989	(2020) Osmotic Adaptation by Na(+)-Dependent Transporters and ACE2: Correlation with Hemostatic Crisis in COVID-19.	4	56	1.78	0.0249	9606.ENSP00000293599,9606.ENSP00000334198,9606.ENSP00000335074,9606.ENSP00000383199	AQP5,CACNA1H,GHRL,NEDD4L
PMID:33217980	(2020) Bioinformatic Reconstruction and Analysis of Gene Networks Related to Glucose Variability in Diabetes and Its Complications.	4	55	1.79	0.0249	9606.ENSP00000215832,9606.ENSP00000335074,9606.ENSP00000361021,9606.ENSP00000389814	MAPK1,GHRL,PTEN,ADIPOQ
PMID:30851382	(2019) Estrogens and breast cancer: Mechanisms involved in obesity-related development, growth and progression.	4	56	1.78	0.0249	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000361021,9606.ENSP00000389814	STK11,GHRL,PTEN,ADIPOQ
PMID:31195981	(2019) miR-122 promotes hepatic lipogenesis via inhibiting the LKB1AMPK pathway by targeting Sirt1 in non-alcoholic fatty liver disease.	3	12	2.33	0.0249	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000389814	FASN,STK11,ADIPOQ
PMID:29416740	(2018) Prognostic value of histogram analysis in advanced non-small cell lung cancer: a radiomic study.	3	12	2.33	0.0249	9606.ENSP00000324856,9606.ENSP00000344220,9606.ENSP00000361021	STK11,PDPK1,PTEN
PMID:29662080	(2018) Involvement of AMP-activated Protein Kinase (AMPK) in Regulation of Cell Membrane Potential in a Gastric Cancer Cell Line.	3	12	2.33	0.0249	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000383199	STK11,PTEN,NEDD4L
PMID:29695257	(2018) Comparative omics and feeding manipulations in chicken indicate a shift of the endocrine role of visceral fat towards reproduction.	4	55	1.79	0.0249	9606.ENSP00000215832,9606.ENSP00000300055,9606.ENSP00000361021,9606.ENSP00000389814	MAPK1,PLIN1,PTEN,ADIPOQ
PMID:30038596	(2018) PTEN: Tumor Suppressor and Metabolic Regulator.	4	56	1.78	0.0249	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000344220,9606.ENSP00000361021	FASN,STK11,PDPK1,PTEN
PMID:30122852	(2018) Idiopathic Orbital Inflammation: Review of Literature and New Advances.	3	12	2.33	0.0249	9606.ENSP00000300055,9606.ENSP00000354901,9606.ENSP00000389814	PLIN1,CXCL9,ADIPOQ
PMID:28382150	(2017) MiR-93 Promotes Tumorigenesis and Metastasis of Non-Small Cell Lung Cancer Cells by Activating the PI3KAkt Pathway via Inhibition of LKB1PTENCDKN1A.	3	12	2.33	0.0249	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000383199	STK11,PTEN,NEDD4L
PMID:29295482	(2017) Lipid Metabolism and Lipid Droplets in Pancreatic Cancer and Stellate Cells.	4	55	1.79	0.0249	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021	PLIN1,FASN,STK11,PTEN
PMID:26934656	(2016) P300 acetyltransferase regulates fatty acid synthase expression, lipid metabolism and prostate cancer growth.	3	12	2.33	0.0249	9606.ENSP00000215832,9606.ENSP00000304592,9606.ENSP00000361021	MAPK1,FASN,PTEN
PMID:25648830	(2015) Deleted in breast cancer 1 plays a functional role in adipocyte differentiation.	3	12	2.33	0.0249	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:22701235	(2012) Molecular mechanism of alcoholic fatty liver.	3	12	2.33	0.0249	9606.ENSP00000300055,9606.ENSP00000324856,9606.ENSP00000389814	PLIN1,STK11,ADIPOQ
PMID:21980131	(2011) Direct role of adiponectin and adiponectin receptors in endometrial cancer: in vitro and ex vivo studies in humans.	3	12	2.33	0.0249	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	STK11,PTEN,ADIPOQ
PMID:35409319	(2022) Hepatic PTEN Signaling Regulates Systemic Metabolic Homeostasis through Hepatokines-Mediated Liver-to-Peripheral Organs Crosstalk.	4	58	1.77	0.0255	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000361021,9606.ENSP00000389814	PLIN1,FASN,PTEN,ADIPOQ
PMID:34827919	(2021) Anti-Obesity Effects of Combined Cornus officinalis and Ribes fasciculatum Extract in High-Fat Diet-Induced Obese Male Mice.	3	13	2.29	0.0255	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:30816148	(2019) Differential effects of a combination of Hibiscus sabdariffa and Lippia citriodora polyphenols in overweightobese subjects: A randomized controlled trial.	3	13	2.29	0.0255	9606.ENSP00000304592,9606.ENSP00000335074,9606.ENSP00000389814	FASN,GHRL,ADIPOQ
PMID:31133986	(2019) Potential Anti-obesogenic Effects of Ginkgo biloba Observed in Epididymal White Adipose Tissue of Obese Rats.	3	13	2.29	0.0255	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:29550500	(2018) Distinct signalling properties of insulin receptor substrate (IRS)-1 and IRS-2 in mediating insulinIGF-1 action.	4	59	1.76	0.0255	9606.ENSP00000215832,9606.ENSP00000361021,9606.ENSP00000383199,9606.ENSP00000389814	MAPK1,PTEN,NEDD4L,ADIPOQ
PMID:26902996	(2016) Polymorphisms of the FTO and MTHFR genes and vascular, inflammatory and metabolic marker levels in postmenopausal women.	3	13	2.29	0.0255	9606.ENSP00000335074,9606.ENSP00000365777,9606.ENSP00000389814	GHRL,MTHFR,ADIPOQ
PMID:27745917	(2016) Prospective evaluation of the molecular effects of metformin on the endometrium in women with newly diagnosed endometrial cancer: A window of opportunity study.	3	13	2.29	0.0255	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	STK11,PTEN,ADIPOQ
PMID:27928443	(2016) Pre and post-natal risk and determination of factors for child obesity.	3	13	2.29	0.0255	9606.ENSP00000335074,9606.ENSP00000361021,9606.ENSP00000389814	GHRL,PTEN,ADIPOQ
PMID:24607345	(2014) Thiamine deficiency induces anorexia by inhibiting hypothalamic AMPK.	3	13	2.29	0.0255	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:24119802	(2013) Expression of adipokine and lipid metabolism genes in adipose tissue of dairy cows differing in a female fertility quantitative trait locus.	3	13	2.29	0.0255	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:22110478	(2012) Role of transcription factor modifications in the pathogenesis of insulin resistance.	4	58	1.77	0.0255	9606.ENSP00000215832,9606.ENSP00000304592,9606.ENSP00000344220,9606.ENSP00000389814	MAPK1,FASN,PDPK1,ADIPOQ
PMID:21186350	(2011) Common variants near ATM are associated with glycemic response to metformin in type 2 diabetes.	3	13	2.29	0.0255	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	STK11,PTEN,ADIPOQ
PMID:20103710	(2010) A recurring problem with the analysis of energy expenditure in genetic models expressing lean and obese phenotypes.	3	13	2.29	0.0255	9606.ENSP00000335074,9606.ENSP00000361021,9606.ENSP00000389814	GHRL,PTEN,ADIPOQ
PMID:20399918	(2010) AMP-activated protein kinase (AMPK) activation regulates in vitro bone formation and bone mass.	3	13	2.29	0.0255	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:30717356	(2019) Curbing Lipids: Impacts ON Cancer and Viral Infection.	4	60	1.75	0.0260	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	FASN,STK11,PTEN,ADIPOQ
PMID:35336822	(2022) AMPK Activation Is Indispensable for the Protective Effects of Caloric Restriction on Left Ventricular Function in Postinfarct Myocardium.	3	14	2.26	0.0281	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:32566274	(2020) Epidemiology, Predisposing Factors, Biomarkers, and Prevention Mechanism of Obesity: A Systematic Review.	3	14	2.26	0.0281	9606.ENSP00000335074,9606.ENSP00000361021,9606.ENSP00000389814	GHRL,PTEN,ADIPOQ
PMID:33087507	(2020) Glutaminase Inhibitors Induce Thiol-Mediated Oxidative Stress and Radiosensitization in Treatment-Resistant Cervical Cancers.	3	14	2.26	0.0281	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000377532	STK11,PTEN,PC
PMID:30884812	(2019) Phenolic Compounds Inhibit 3T3-L1 Adipogenesis Depending on the Stage of Differentiation and Their Binding Affinity to PPARgamma.	3	14	2.26	0.0281	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:31754644	(2019) Metabolic gene alterations impact the clinical aggressiveness and drug responses of 32 human cancers.	3	14	2.26	0.0281	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021	FASN,STK11,PTEN
PMID:31771102	(2019) Adipose Tissue Mitochondrial Factors Profile after Dietary Bioactive Compound Weight Reduction Treatments in a Mice Obesity Model.	3	14	2.26	0.0281	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:29946213	(2018) Metabolic syndrome in psychiatric patients: overview, mechanisms, and implications.	3	14	2.26	0.0281	9606.ENSP00000335074,9606.ENSP00000365777,9606.ENSP00000389814	GHRL,MTHFR,ADIPOQ
PMID:28278224	(2017) AMPK modulatory activity of olive-tree leaves phenolic compounds: Bioassay-guided isolation on adipocyte model and in silico approach.	3	14	2.26	0.0281	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:26959059	(2016) The Potential Protective Action of Vitamin D in Hepatic Insulin Resistance and Pancreatic Islet Dysfunction in Type 2 Diabetes Mellitus.	3	14	2.26	0.0281	9606.ENSP00000324856,9606.ENSP00000377532,9606.ENSP00000389814	STK11,PC,ADIPOQ
PMID:25960740	(2015) Peripheral signals mediate the beneficial effects of gastric surgery in obesity.	3	14	2.26	0.0281	9606.ENSP00000335074,9606.ENSP00000389814,9606.ENSP00000436455	GHRL,ADIPOQ,NUCB2
PMID:26643647	(2015) Metabolic responses to dietary leucine restriction involve remodeling of adipose tissue and enhanced hepatic insulin signaling.	3	14	2.26	0.0281	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000361021	PLIN1,FASN,PTEN
PMID:23962553	(2014) Familial colorectal cancer, beyond Lynch syndrome.	3	14	2.26	0.0281	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000365777	STK11,PTEN,MTHFR
PMID:24857111	(2014) Patient-derived xenograft models in gynecologic malignancies.	3	14	2.26	0.0281	9606.ENSP00000215832,9606.ENSP00000324856,9606.ENSP00000361021	MAPK1,STK11,PTEN
PMID:31450721	(2019) Metabolic Abnormalities in Glioblastoma and Metabolic Strategies to Overcome Treatment Resistance.	4	63	1.73	0.0283	9606.ENSP00000304592,9606.ENSP00000344220,9606.ENSP00000361021,9606.ENSP00000377532	FASN,PDPK1,PTEN,PC
PMID:28761062	(2017) T2DiACoD: A Gene Atlas of Type 2 Diabetes Mellitus Associated Complex Disorders.	5	156	1.44	0.0283	9606.ENSP00000304592,9606.ENSP00000361021,9606.ENSP00000365777,9606.ENSP00000375844,9606.ENSP00000389814	FASN,PTEN,MTHFR,CAPN10,ADIPOQ
PMID:35122182	(2022) Long noncoding RNA RP11-241J12.3 targeting pyruvate carboxylase promotes hepatocellular carcinoma aggressiveness by disrupting pyruvate metabolism and the DNA mismatch repair system.	3	15	2.23	0.0297	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000377532	STK11,PTEN,PC
PMID:33505147	(2021) Experimental models of metabolic and alcoholic fatty liver disease.	4	64	1.73	0.0297	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000361021,9606.ENSP00000389814	PLIN1,FASN,PTEN,ADIPOQ
PMID:33897762	(2021) Comparative Transcriptome Analysis of Key Genes and Pathways Activated in Response to Fat Deposition in Two Sheep Breeds With Distinct Tail Phenotype.	4	66	1.71	0.0297	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000356729,9606.ENSP00000389814	PLIN1,FASN,FMO3,ADIPOQ
PMID:32284043	(2020) Orotic acid-treated hepatocellular carcinoma cells resist steatosis by modification of fatty acid metabolism.	3	15	2.23	0.0297	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000389814	FASN,STK11,ADIPOQ
PMID:32932943	(2020) Metabolic Constrains Rule Metastasis Progression.	4	64	1.73	0.0297	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000361021,9606.ENSP00000377532	PLIN1,FASN,PTEN,PC
PMID:33003504	(2020) Influence of Nutritional Intake of Carbohydrates on Mitochondrial Structure, Dynamics, and Functions during Adipogenesis.	3	15	2.23	0.0297	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:33027921	(2020) Role of Protein Kinase CK2 in Aberrant Lipid Metabolism in Cancer.	4	64	1.73	0.0297	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	FASN,STK11,PTEN,ADIPOQ
PMID:33171872	(2020) Modulatory Role of microRNAs in Triple Negative Breast Cancer with Basal-Like Phenotype.	4	66	1.71	0.0297	9606.ENSP00000215832,9606.ENSP00000300055,9606.ENSP00000361021,9606.ENSP00000389814	MAPK1,PLIN1,PTEN,ADIPOQ
PMID:30886834	(2019) How Viral and Intracellular Bacterial Pathogens Reprogram the Metabolism of Host Cells to Allow Their Intracellular Replication.	4	64	1.73	0.0297	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000377532	FASN,STK11,PTEN,PC
PMID:31167139	(2019) FGF21 Signals Protein Status to the Brain and Adaptively Regulates Food Choice and Metabolism.	3	15	2.23	0.0297	9606.ENSP00000304592,9606.ENSP00000335074,9606.ENSP00000389814	FASN,GHRL,ADIPOQ
PMID:31264515	(2019) A MetAP2 inhibitor blocks adipogenesis, yet improves glucose uptake in cells.	3	15	2.23	0.0297	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:31288625	(2019) The strange case of AMPK and cancer: Dr Jekyll or Mr Hyde? (+).	4	66	1.71	0.0297	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000361021	FASN,STK11,GHRL,PTEN
PMID:31803611	(2019) The Metabolic Landscape of Lung Cancer: New Insights in a Disturbed Glucose Metabolism.	4	64	1.73	0.0297	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000365777,9606.ENSP00000377532	STK11,PTEN,MTHFR,PC
PMID:28358273	(2017) New frontiers in the treatment of colorectal cancer: Autophagy and the unfolded protein response as promising targets.	5	161	1.42	0.0297	9606.ENSP00000215832,9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	MAPK1,FASN,STK11,PTEN,ADIPOQ
PMID:29209642	(2017) PARK2 loss promotes cancer progression via redox-mediated inactivation of PTEN.	3	15	2.23	0.0297	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	STK11,PTEN,ADIPOQ
PMID:27626683	(2016) SMYD3-mediated lysine methylation in the PH domain is critical for activation of AKT1.	3	15	2.23	0.0297	9606.ENSP00000215832,9606.ENSP00000344220,9606.ENSP00000361021	MAPK1,PDPK1,PTEN
PMID:25446664	(2015) Metformin inhibits ovarian cancer growth and increases sensitivity to paclitaxel in mouse models.	3	15	2.23	0.0297	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021	FASN,STK11,PTEN
PMID:26692710	(2015) Myths in the Diagnosis and Management of Orbital Tumors.	3	15	2.23	0.0297	9606.ENSP00000300055,9606.ENSP00000354901,9606.ENSP00000389814	PLIN1,CXCL9,ADIPOQ
PMID:25013896	(2014) Modulation of glucose metabolism by balanced deep-sea water ameliorates hyperglycemia and pancreatic function in streptozotocin-induced diabetic mice.	3	15	2.23	0.0297	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:25048039	(2014) AMPK-NF-kappaB axis in the photoreceptor disorder during retinal inflammation.	3	15	2.23	0.0297	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:23977216	(2013) Novel small-molecule AMP-activated protein kinase allosteric activator with beneficial effects in dbdb mice.	3	15	2.23	0.0297	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:19966034	(2010) Gene expression of PPARgamma and PGC-1alpha in human omental and subcutaneous adipose tissues is related to insulin resistance markers and mediates beneficial effects of physical training.	3	15	2.23	0.0297	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000389814	FASN,STK11,ADIPOQ
PMID:31972170	(2020) Regulation of carbohydrate metabolism by nitric oxide and hydrogen sulfide: Implications in diabetes.	4	67	1.71	0.0309	9606.ENSP00000300055,9606.ENSP00000361021,9606.ENSP00000377532,9606.ENSP00000389814	PLIN1,PTEN,PC,ADIPOQ
PMID:24389195	(2014) AMPK: a cellular metabolic and redox sensor. A minireview.	4	67	1.71	0.0309	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000361021,9606.ENSP00000389814	STK11,GHRL,PTEN,ADIPOQ
PMID:34273354	(2021) PTEN regulates adipose progenitor cell growth, differentiation, and replicative aging.	3	16	2.2	0.0311	9606.ENSP00000304592,9606.ENSP00000361021,9606.ENSP00000389814	FASN,PTEN,ADIPOQ
PMID:31819196	(2020) Defining a metabolic landscape of tumours: genome meets metabolism.	4	68	1.7	0.0311	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000377532,9606.ENSP00000389814	STK11,PTEN,PC,ADIPOQ
PMID:32470042	(2020) Food texture affects glucose tolerance by altering pancreatic beta-cell function in mice consuming high-fructose corn syrup.	3	16	2.2	0.0311	9606.ENSP00000335074,9606.ENSP00000377532,9606.ENSP00000389814	GHRL,PC,ADIPOQ
PMID:32635208	(2020) Supplementation of 17beta-Estradiol Normalizes Rapid Gastric Emptying by Restoring Impaired Nrf2 and nNOS Function in Obesity-Induced Diabetic Ovariectomized Mice.	3	16	2.2	0.0311	9606.ENSP00000215832,9606.ENSP00000335074,9606.ENSP00000389814	MAPK1,GHRL,ADIPOQ
PMID:29853530	(2018) Metabolic importance of adipose tissue monoacylglycerol acyltransferase 1 in mice and humans.	3	16	2.2	0.0311	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:29892572	(2018) Sialic Acid Metabolism: A Key Player in Breast Cancer Metastasis Revealed by Metabolomics.	3	16	2.2	0.0311	9606.ENSP00000324856,9606.ENSP00000349860,9606.ENSP00000377532	STK11,GFPT1,PC
PMID:30134946	(2018) Emerging roles of long non-coding RNAs in tumor metabolism.	4	68	1.7	0.0311	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000377532	FASN,STK11,PTEN,PC
PMID:28878342	(2017) Inhibition of SHIP2 in CD2AP-deficient podocytes ameliorates reactive oxygen species generation but aggravates apoptosis.	3	16	2.2	0.0311	9606.ENSP00000215832,9606.ENSP00000344220,9606.ENSP00000361021	MAPK1,PDPK1,PTEN
PMID:28973823	(2017) Augmented O-GlcNAcylation of AMP-activated kinase promotes the proliferation of LoVo cells, a colon cancer cell line.	3	16	2.2	0.0311	9606.ENSP00000324856,9606.ENSP00000349860,9606.ENSP00000361021	STK11,GFPT1,PTEN
PMID:25388747	(2015) Vitamins and type 2 diabetes mellitus.	3	16	2.2	0.0311	9606.ENSP00000335074,9606.ENSP00000365777,9606.ENSP00000377532	GHRL,MTHFR,PC
PMID:26284118	(2015) Why does obesity promote cancer? Epidemiology, biology, and open questions.	3	16	2.2	0.0311	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	STK11,PTEN,ADIPOQ
PMID:25220666	(2014) TP53 and PIK3CA gene mutations in adenocarcinoma, squamous cell carcinoma and high-grade intraepithelial neoplasia of the cervix.	3	16	2.2	0.0311	9606.ENSP00000215832,9606.ENSP00000324856,9606.ENSP00000361021	MAPK1,STK11,PTEN
PMID:22914093	(2012) Antibiotics in early life alter the murine colonic microbiome and adiposity.	3	16	2.2	0.0311	9606.ENSP00000304592,9606.ENSP00000335074,9606.ENSP00000389814	FASN,GHRL,ADIPOQ
PMID:21217782	(2011) LITAF and TNFSF15, two downstream targets of AMPK, exert inhibitory effects on tumor growth.	3	16	2.2	0.0311	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000389814	FASN,STK11,ADIPOQ
PMID:22093854	(2011) Etiologies of obesity in children: nature and nurture.	3	16	2.2	0.0311	9606.ENSP00000300055,9606.ENSP00000335074,9606.ENSP00000389814	PLIN1,GHRL,ADIPOQ
PMID:20167101	(2010) AMPK exerts dual regulatory effects on the PI3K pathway.	3	16	2.2	0.0311	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	STK11,PTEN,ADIPOQ
PMID:20700400	(2010) Ghrelin in diabetes and metabolic syndrome.	3	16	2.2	0.0311	9606.ENSP00000300055,9606.ENSP00000335074,9606.ENSP00000389814	PLIN1,GHRL,ADIPOQ
PMID:33092283	(2020) Targeting Metabolism in Cancer Cells and the Tumour Microenvironment for Cancer Therapy.	4	69	1.69	0.0312	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000377532	FASN,STK11,PTEN,PC
PMID:23258295	(2013) Molecular basis of physiological heart growth: fundamental concepts and new players.	4	70	1.69	0.0328	9606.ENSP00000215832,9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	MAPK1,STK11,PTEN,ADIPOQ
PMID:35059607	(2022) Weight loss and cystic disease progression in autosomal dominant polycystic kidney disease.	3	17	2.18	0.0330	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:35433904	(2022) Characterization of the circRNA-miRNA-mRNA Network to Reveal the Potential Functional ceRNAs Associated With Dynamic Changes in the Meat Quality of the Longissimus Thoracis Muscle in Tibetan Sheep at Different Growth Stages.	3	17	2.18	0.0330	9606.ENSP00000215832,9606.ENSP00000304592,9606.ENSP00000389814	MAPK1,FASN,ADIPOQ
PMID:33672419	(2021) Meta-Analysis of Gene Popularity: Less Than Half of Gene Citations Stem from Gene Regulatory Networks.	3	17	2.18	0.0330	9606.ENSP00000215832,9606.ENSP00000361021,9606.ENSP00000365777	MAPK1,PTEN,MTHFR
PMID:34278171	(2021) Hepatic Steatosis and Ectopic Fat Are Associated With Differences in Subcutaneous Adipose Tissue Gene Expression in People With HIV.	3	17	2.18	0.0330	9606.ENSP00000304592,9606.ENSP00000344220,9606.ENSP00000389814	FASN,PDPK1,ADIPOQ
PMID:34879004	(2021) Landscape of the oncogenic role of fatty acid synthase in human tumors.	3	17	2.18	0.0330	9606.ENSP00000215832,9606.ENSP00000304592,9606.ENSP00000377532	MAPK1,FASN,PC
PMID:32426273	(2020) miR-93, miR-373, and miR-17-5p Negatively Regulate the Expression of TBP2 in Lung Cancer.	3	17	2.18	0.0330	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000383199	STK11,PTEN,NEDD4L
PMID:33076979	(2020) DNMT1-mediated methylation inhibits microRNA-214-3p and promotes hair follicle stem cell differentiate into adipogenic lineages.	3	17	2.18	0.0330	9606.ENSP00000215832,9606.ENSP00000300055,9606.ENSP00000389814	MAPK1,PLIN1,ADIPOQ
PMID:30148676	(2019) GPR55 deficiency is associated with increased adiposity and impaired insulin signaling in peripheral metabolic tissues.	3	17	2.18	0.0330	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000361021	PLIN1,FASN,PTEN
PMID:31475784	(2019) Absence of estrogen receptor beta leads to abnormal adipogenesis during early tendon healing by an up-regulation of PPARgamma signalling.	3	17	2.18	0.0330	9606.ENSP00000300055,9606.ENSP00000361021,9606.ENSP00000389814	PLIN1,PTEN,ADIPOQ
PMID:29399091	(2018) SDHB downregulation facilitates the proliferation and invasion of colorectal cancer through AMPK functions excluding those involved in the modulation of aerobic glycolysis.	3	17	2.18	0.0330	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:30488045	(2018) Tree Nut Consumption and Adipose Tissue Mass: Mechanisms of Action.	3	17	2.18	0.0330	9606.ENSP00000335074,9606.ENSP00000356729,9606.ENSP00000389814	GHRL,FMO3,ADIPOQ
PMID:28073830	(2017) Adiponectin Deficiency Impairs Maternal Metabolic Adaptation to Pregnancy in Mice.	3	17	2.18	0.0330	9606.ENSP00000300055,9606.ENSP00000304592,9606.ENSP00000389814	PLIN1,FASN,ADIPOQ
PMID:26917264	(2016) Loss of p27 Associated with Risk for Endometrial Carcinoma Arising in the Setting of Obesity.	3	17	2.18	0.0330	9606.ENSP00000324856,9606.ENSP00000361021,9606.ENSP00000389814	STK11,PTEN,ADIPOQ
PMID:24424267	(2014) Human adipose-derived mesenchymal stromal cell pigment epithelium-derived factor cytotherapy modifies genetic and epigenetic profiles of prostate cancer cells.	4	71	1.68	0.0330	9606.ENSP00000215832,9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000344220	MAPK1,FASN,STK11,PDPK1
PMID:25657638	(2014) Global O-GlcNAc Levels Modulate Transcription of the Adipocyte Secretome during Chronic Insulin Resistance.	3	17	2.18	0.0330	9606.ENSP00000215832,9606.ENSP00000349860,9606.ENSP00000389814	MAPK1,GFPT1,ADIPOQ
PMID:22363635	(2012) Exendin-4 improves steatohepatitis by increasing Sirt1 expression in high-fat diet-induced obese C57BL6J mice.	3	17	2.18	0.0330	9606.ENSP00000304592,9606.ENSP00000324856,9606.ENSP00000389814	FASN,STK11,ADIPOQ
PMID:22792025	(2012) AMP-Activated Protein Kinase (AMPK) and Energy-Sensing in the Brain.	3	17	2.18	0.0330	9606.ENSP00000324856,9606.ENSP00000335074,9606.ENSP00000389814	STK11,GHRL,ADIPOQ
PMID:20192768	(2010) Eukaryotic chemotaxis: a network of signaling pathways controls motility, directional sensing, and polarity.	3	17	2.18	0.0330	9606.ENSP00000215832,9606.ENSP00000344220,9606.ENSP00000361021	MAPK1,PDPK1,PTEN
