#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0010941	Regulation of cell death	12	1696	0.64	0.0017	9606.ENSP00000006053,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,HDAC4,STAT3,ERBB3,DNMT1,CTGF,CNR1,XIAP,ILK,FGFR1,ADCYAP1,GREM1
GO Process	GO:0048856	Anatomical structure development	21	5402	0.38	0.0017	9606.ENSP00000006053,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000319281,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360522,9606.ENSP00000361883,9606.ENSP00000362524,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000430241,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,BASP1,DNMT1,CTGF,CNR1,RBP4,CAP1,ANGPTL2,ILK,TF,FGFR1,MME,EBF2,ATP2A2,ADCYAP1,GREM1
GO Process	GO:0009891	Positive regulation of biosynthetic process	13	2040	0.59	0.0018	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000274031,9606.ENSP00000356954,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,CDH1,HDAC4,STAT3,SETD7,CTGF,ILK,TF,FGFR1,EBF2,ADCYAP1,GREM1
GO Process	GO:0051128	Regulation of cellular component organization	14	2402	0.55	0.0019	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000259486,9606.ENSP00000264606,9606.ENSP00000274031,9606.ENSP00000352516,9606.ENSP00000355751,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,ENPP2,HDAC4,SETD7,DNMT1,THBS2,CTGF,CNR1,ILK,TF,FGFR1,ADCYAP1,GREM1
GO Process	GO:0055117	Regulation of cardiac muscle contraction	4	78	1.5	0.0019	9606.ENSP00000264606,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000440045	HDAC4,PDE5A,CTGF,ATP2A2
GO Process	GO:0055024	Regulation of cardiac muscle tissue development	4	81	1.48	0.0021	9606.ENSP00000267101,9606.ENSP00000360522,9606.ENSP00000393312,9606.ENSP00000478319	ERBB3,RBP4,FGFR1,GREM1
GO Process	GO:0080090	Regulation of primary metabolic process	22	6032	0.35	0.0022	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000259486,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000319281,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,ENPP2,PEBP1,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,SETD7,BASP1,PDE5A,DNMT1,CTGF,CNR1,XIAP,ILK,TF,FGFR1,EBF2,ADCYAP1,GREM1
GO Process	GO:0048583	Regulation of response to stimulus	18	4114	0.43	0.0026	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000379191,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,PEBP1,RPS6KA6,HDAC4,STAT3,ERBB3,PDE5A,CTGF,CNR1,XIAP,CD59,ILK,TF,FGFR1,ATP2A2,ADCYAP1,GREM1
GO Process	GO:0030154	Cell differentiation	17	3702	0.45	0.0028	9606.ENSP00000006053,9606.ENSP00000216862,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000319281,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000430241,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,CYP24A1,CDH1,HDAC4,STAT3,ERBB3,BASP1,CTGF,CNR1,ILK,TF,FGFR1,MME,EBF2,ATP2A2,ADCYAP1,GREM1
GO Process	GO:1902531	Regulation of intracellular signal transduction	12	1807	0.61	0.0028	9606.ENSP00000006053,9606.ENSP00000261313,9606.ENSP00000262752,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,PEBP1,RPS6KA6,ERBB3,PDE5A,CTGF,XIAP,ILK,TF,FGFR1,ADCYAP1,GREM1
GO Process	GO:0060284	Regulation of cell development	9	956	0.76	0.0029	9606.ENSP00000006053,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000347046,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000462647	CX3CL1,HDAC4,STAT3,PDE5A,CNR1,ILK,FGFR1,MME,ADCYAP1
GO Process	GO:1901342	Regulation of vasculature development	6	336	1.04	0.0029	9606.ENSP00000006053,9606.ENSP00000259486,9606.ENSP00000264657,9606.ENSP00000352516,9606.ENSP00000355751,9606.ENSP00000478319	CX3CL1,ENPP2,STAT3,DNMT1,THBS2,GREM1
GO Process	GO:0060541	Respiratory system development	5	197	1.19	0.0030	9606.ENSP00000319281,9606.ENSP00000356954,9606.ENSP00000360522,9606.ENSP00000393312,9606.ENSP00000418525	BASP1,CTGF,RBP4,FGFR1,MME
GO Process	GO:0044093	Positive regulation of molecular function	12	1842	0.6	0.0031	9606.ENSP00000006053,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,HDAC4,STAT3,ERBB3,PDE5A,CTGF,ILK,TF,FGFR1,EBF2,ADCYAP1,GREM1
GO Process	GO:0031323	Regulation of cellular metabolic process	22	6239	0.33	0.0034	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000259486,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000319281,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,ENPP2,PEBP1,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,SETD7,BASP1,PDE5A,DNMT1,CTGF,CNR1,XIAP,ILK,TF,FGFR1,EBF2,ADCYAP1,GREM1
GO Process	GO:0042981	Regulation of apoptotic process	11	1550	0.64	0.0034	9606.ENSP00000006053,9606.ENSP00000264606,9606.ENSP00000267101,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,HDAC4,ERBB3,DNMT1,CTGF,CNR1,XIAP,ILK,FGFR1,ADCYAP1,GREM1
GO Process	GO:0050794	Regulation of cellular process	29	10932	0.21	0.0036	9606.ENSP00000006053,9606.ENSP00000216862,9606.ENSP00000235310,9606.ENSP00000259486,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000319281,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000355751,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000360522,9606.ENSP00000361883,9606.ENSP00000379191,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000430241,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,CYP24A1,MAD2L2,ENPP2,PEBP1,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,SETD7,BASP1,PDE5A,DNMT1,THBS2,CTGF,CNR1,XIAP,RBP4,CAP1,CD59,ILK,TF,FGFR1,MME,EBF2,ATP2A2,ADCYAP1,GREM1
GO Process	GO:0043410	Positive regulation of mapk cascade	7	543	0.9	0.0037	9606.ENSP00000006053,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000462647	CX3CL1,PDE5A,CTGF,ILK,TF,FGFR1,ADCYAP1
GO Process	GO:0060548	Negative regulation of cell death	9	999	0.74	0.0037	9606.ENSP00000006053,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,STAT3,ERBB3,DNMT1,CTGF,XIAP,ILK,ADCYAP1,GREM1
GO Process	GO:0010033	Response to organic substance	15	3011	0.48	0.0038	9606.ENSP00000006053,9606.ENSP00000216862,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000274031,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360522,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000440045,9606.ENSP00000462647	CX3CL1,CYP24A1,CDH1,HDAC4,STAT3,SETD7,DNMT1,CTGF,CNR1,RBP4,ILK,FGFR1,MME,ATP2A2,ADCYAP1
GO Process	GO:0010557	Positive regulation of macromolecule biosynthetic process	12	1906	0.59	0.0038	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000274031,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,CDH1,HDAC4,STAT3,SETD7,ILK,TF,FGFR1,EBF2,ADCYAP1,GREM1
GO Process	GO:0045860	Positive regulation of protein kinase activity	7	550	0.89	0.0038	9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	ERBB3,PDE5A,ILK,TF,FGFR1,ADCYAP1,GREM1
GO Process	GO:0045893	Positive regulation of transcription, dna-templated	11	1587	0.63	0.0038	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000274031,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,CDH1,HDAC4,STAT3,SETD7,ILK,TF,EBF2,ADCYAP1,GREM1
GO Process	GO:0048584	Positive regulation of response to stimulus	13	2257	0.55	0.0038	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,STAT3,ERBB3,PDE5A,CTGF,CNR1,XIAP,ILK,TF,FGFR1,ADCYAP1,GREM1
GO Process	GO:0051962	Positive regulation of nervous system development	7	547	0.89	0.0038	9606.ENSP00000006053,9606.ENSP00000355751,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000462647	CX3CL1,THBS2,CNR1,ILK,FGFR1,MME,ADCYAP1
GO Process	GO:2000147	Positive regulation of cell motility	7	547	0.89	0.0038	9606.ENSP00000006053,9606.ENSP00000259486,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312	CX3CL1,ENPP2,HDAC4,STAT3,ILK,TF,FGFR1
GO Process	GO:0010720	Positive regulation of cell development	7	556	0.89	0.0039	9606.ENSP00000006053,9606.ENSP00000347046,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000462647	CX3CL1,PDE5A,CNR1,ILK,FGFR1,MME,ADCYAP1
GO Process	GO:0051171	Regulation of nitrogen compound metabolic process	21	5836	0.34	0.0042	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000259486,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000274031,9606.ENSP00000319281,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,ENPP2,PEBP1,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,SETD7,BASP1,PDE5A,DNMT1,CTGF,XIAP,ILK,TF,FGFR1,EBF2,ADCYAP1,GREM1
GO Process	GO:1902533	Positive regulation of intracellular signal transduction	9	1041	0.72	0.0043	9606.ENSP00000006053,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,ERBB3,PDE5A,CTGF,ILK,TF,FGFR1,ADCYAP1,GREM1
GO Process	GO:0048523	Negative regulation of cellular process	19	4874	0.38	0.0049	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000319281,9606.ENSP00000347046,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000360522,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,PEBP1,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,BASP1,PDE5A,DNMT1,CTGF,CNR1,XIAP,RBP4,ILK,FGFR1,ADCYAP1,GREM1
GO Process	GO:0009967	Positive regulation of signal transduction	11	1654	0.61	0.0051	9606.ENSP00000006053,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000360242,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,STAT3,ERBB3,PDE5A,CTGF,XIAP,ILK,TF,FGFR1,ADCYAP1,GREM1
GO Process	GO:0010656	Negative regulation of muscle cell apoptotic process	3	38	1.68	0.0052	9606.ENSP00000352516,9606.ENSP00000379975,9606.ENSP00000462647	DNMT1,ILK,ADCYAP1
GO Process	GO:0048731	System development	18	4426	0.4	0.0052	9606.ENSP00000006053,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000319281,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360522,9606.ENSP00000362524,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,BASP1,CTGF,CNR1,RBP4,ANGPTL2,ILK,TF,FGFR1,MME,EBF2,ADCYAP1,GREM1
GO Process	GO:0031328	Positive regulation of cellular biosynthetic process	12	2005	0.56	0.0053	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000274031,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,CDH1,HDAC4,STAT3,SETD7,ILK,TF,FGFR1,EBF2,ADCYAP1,GREM1
GO Process	GO:0065009	Regulation of molecular function	19	4913	0.37	0.0053	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261313,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000319281,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000361883,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000430241,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,PEBP1,HDAC4,STAT3,ERBB3,BASP1,PDE5A,CTGF,CNR1,XIAP,CAP1,ILK,TF,FGFR1,EBF2,ATP2A2,ADCYAP1,GREM1
GO Process	GO:0032879	Regulation of localization	14	2740	0.49	0.0054	9606.ENSP00000006053,9606.ENSP00000259486,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000358513,9606.ENSP00000360522,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000440045,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,ENPP2,CDH1,HDAC4,STAT3,ERBB3,CNR1,RBP4,ILK,TF,FGFR1,ATP2A2,ADCYAP1,GREM1
GO Process	GO:0035295	Tube development	8	851	0.76	0.0066	9606.ENSP00000006053,9606.ENSP00000356954,9606.ENSP00000360522,9606.ENSP00000362524,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000478319	CX3CL1,CTGF,RBP4,ANGPTL2,ILK,FGFR1,MME,GREM1
GO Process	GO:0007275	Multicellular organism development	19	5023	0.36	0.0069	9606.ENSP00000006053,9606.ENSP00000261769,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000319281,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360522,9606.ENSP00000362524,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000430241,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,CDH1,RPS6KA6,HDAC4,STAT3,ERBB3,BASP1,DNMT1,CTGF,CNR1,RBP4,ANGPTL2,ILK,TF,FGFR1,MME,EBF2,ADCYAP1,GREM1
GO Process	GO:0030334	Regulation of cell migration	8	865	0.75	0.0072	9606.ENSP00000006053,9606.ENSP00000259486,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000478319	CX3CL1,ENPP2,CDH1,HDAC4,STAT3,ILK,FGFR1,GREM1
GO Process	GO:0055025	Positive regulation of cardiac muscle tissue development	3	44	1.62	0.0072	9606.ENSP00000267101,9606.ENSP00000393312,9606.ENSP00000478319	ERBB3,FGFR1,GREM1
GO Process	GO:0072073	Kidney epithelium development	4	130	1.27	0.0074	9606.ENSP00000319281,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000478319	BASP1,ILK,FGFR1,GREM1
GO Process	GO:0072359	Circulatory system development	8	872	0.75	0.0074	9606.ENSP00000006053,9606.ENSP00000267101,9606.ENSP00000356954,9606.ENSP00000360522,9606.ENSP00000362524,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000478319	CX3CL1,ERBB3,CTGF,RBP4,ANGPTL2,ILK,FGFR1,GREM1
GO Process	GO:0030336	Negative regulation of cell migration	5	262	1.07	0.0077	9606.ENSP00000006053,9606.ENSP00000261769,9606.ENSP00000264657,9606.ENSP00000379975,9606.ENSP00000478319	CX3CL1,CDH1,STAT3,ILK,GREM1
GO Process	GO:0048660	Regulation of smooth muscle cell proliferation	4	136	1.25	0.0086	9606.ENSP00000006053,9606.ENSP00000264606,9606.ENSP00000352516,9606.ENSP00000379975	CX3CL1,HDAC4,DNMT1,ILK
GO Process	GO:0001822	Kidney development	5	271	1.05	0.0087	9606.ENSP00000319281,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000478319	BASP1,ILK,FGFR1,MME,GREM1
GO Process	GO:0002683	Negative regulation of immune system process	6	450	0.91	0.0090	9606.ENSP00000006053,9606.ENSP00000347046,9606.ENSP00000358513,9606.ENSP00000379191,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,PDE5A,CNR1,CD59,ADCYAP1,GREM1
GO Process	GO:0042326	Negative regulation of phosphorylation	6	449	0.91	0.0090	9606.ENSP00000261313,9606.ENSP00000262752,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000379975,9606.ENSP00000478319	PEBP1,RPS6KA6,HDAC4,STAT3,ILK,GREM1
GO Process	GO:0043085	Positive regulation of catalytic activity	10	1489	0.61	0.0095	9606.ENSP00000006053,9606.ENSP00000264657,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000356954,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,STAT3,ERBB3,PDE5A,CTGF,ILK,TF,FGFR1,ADCYAP1,GREM1
GO Process	GO:0007162	Negative regulation of cell adhesion	5	280	1.04	0.0097	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261769,9606.ENSP00000267101,9606.ENSP00000347046	CX3CL1,MAD2L2,CDH1,ERBB3,PDE5A
GO Process	GO:0040008	Regulation of growth	7	676	0.8	0.0099	9606.ENSP00000235310,9606.ENSP00000264657,9606.ENSP00000319281,9606.ENSP00000360522,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000478319	MAD2L2,STAT3,BASP1,RBP4,ILK,FGFR1,GREM1
GO Process	GO:0051050	Positive regulation of transport	8	923	0.72	0.0099	9606.ENSP00000006053,9606.ENSP00000261769,9606.ENSP00000358513,9606.ENSP00000360522,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,CDH1,CNR1,RBP4,TF,FGFR1,ADCYAP1,GREM1
GO Process	GO:0002682	Regulation of immune system process	10	1514	0.61	0.0106	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000264657,9606.ENSP00000347046,9606.ENSP00000358513,9606.ENSP00000360242,9606.ENSP00000360522,9606.ENSP00000379191,9606.ENSP00000462647,9606.ENSP00000478319	CX3CL1,MAD2L2,STAT3,PDE5A,CNR1,XIAP,RBP4,CD59,ADCYAP1,GREM1
GO Process	GO:0010976	Positive regulation of neuron projection development	5	288	1.03	0.0106	9606.ENSP00000006053,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000462647	CX3CL1,CNR1,ILK,FGFR1,ADCYAP1
GO Process	GO:0120035	Regulation of plasma membrane bounded cell projection organization	7	687	0.79	0.0106	9606.ENSP00000006053,9606.ENSP00000259486,9606.ENSP00000264606,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000462647	CX3CL1,ENPP2,HDAC4,CNR1,ILK,FGFR1,ADCYAP1
GO Process	GO:0051960	Regulation of nervous system development	8	942	0.72	0.0110	9606.ENSP00000006053,9606.ENSP00000264657,9606.ENSP00000355751,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000462647	CX3CL1,STAT3,THBS2,CNR1,ILK,FGFR1,MME,ADCYAP1
GO Process	GO:0008285	Negative regulation of cell population proliferation	7	696	0.79	0.0114	9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000347046,9606.ENSP00000360522,9606.ENSP00000379975,9606.ENSP00000462647,9606.ENSP00000478319	HDAC4,STAT3,PDE5A,RBP4,ILK,ADCYAP1,GREM1
GO Process	GO:0050769	Positive regulation of neurogenesis	6	479	0.88	0.0115	9606.ENSP00000006053,9606.ENSP00000358513,9606.ENSP00000379975,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000462647	CX3CL1,CNR1,ILK,FGFR1,MME,ADCYAP1
GO Process	GO:0042221	Response to chemical	17	4333	0.38	0.0125	9606.ENSP00000006053,9606.ENSP00000216862,9606.ENSP00000259486,9606.ENSP00000261769,9606.ENSP00000264606,9606.ENSP00000264657,9606.ENSP00000274031,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360522,9606.ENSP00000379975,9606.ENSP00000385834,9606.ENSP00000393312,9606.ENSP00000418525,9606.ENSP00000440045,9606.ENSP00000462647	CX3CL1,CYP24A1,ENPP2,CDH1,HDAC4,STAT3,SETD7,DNMT1,CTGF,CNR1,RBP4,ILK,TF,FGFR1,MME,ATP2A2,ADCYAP1
GO Process	GO:0030155	Regulation of cell adhesion	7	712	0.78	0.0126	9606.ENSP00000006053,9606.ENSP00000235310,9606.ENSP00000261769,9606.ENSP00000267101,9606.ENSP00000347046,9606.ENSP00000379975,9606.ENSP00000478319	CX3CL1,MAD2L2,CDH1,ERBB3,PDE5A,ILK,GREM1
GO Process	GO:0045765	Regulation of angiogenesis	5	303	1.0	0.0126	9606.ENSP00000006053,9606.ENSP00000259486,9606.ENSP00000264657,9606.ENSP00000355751,9606.ENSP00000478319	CX3CL1,ENPP2,STAT3,THBS2,GREM1
GO Process	GO:1901700	Response to oxygen-containing compound	10	1567	0.59	0.0129	9606.ENSP00000216862,9606.ENSP00000261769,9606.ENSP00000264657,9606.ENSP00000274031,9606.ENSP00000352516,9606.ENSP00000356954,9606.ENSP00000358513,9606.ENSP00000360522,9606.ENSP00000440045,9606.ENSP00000462647	CYP24A1,CDH1,STAT3,SETD7,DNMT1,CTGF,CNR1,RBP4,ATP2A2,ADCYAP1
