#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
UniProt Keywords	KW-0547	Nucleotide-binding	7	1760	0.85	0.0016	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000377532,9606.ENSP00000382071	PCK2,ACLY,PCK1,PKM,PKLR,PC,HLCS
UniProt Keywords	KW-0210	Decarboxylase	2	20	2.25	0.0074	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
UniProt Keywords	KW-0324	Glycolysis	2	31	2.06	0.0145	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
UniProt Keywords	KW-0464	Manganese	3	204	1.42	0.0145	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000377532	PCK2,PCK1,PC
UniProt Keywords	KW-0809	Transit peptide	4	543	1.12	0.0145	9606.ENSP00000216780,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000377532	PCK2,MDH2,CS,PC
UniProt Keywords	KW-0496	Mitochondrion	5	1176	0.88	0.0182	9606.ENSP00000216780,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000377532,9606.ENSP00000382071	PCK2,MDH2,CS,PC,HLCS
UniProt Keywords	KW-0021	Allosteric enzyme	2	47	1.88	0.0204	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
UniProt Keywords	KW-0067	ATP-binding	5	1368	0.81	0.0306	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000377532,9606.ENSP00000382071	ACLY,PKM,PKLR,PC,HLCS
UniProt Keywords	KW-0511	Multifunctional enzyme	2	73	1.69	0.0405	9606.ENSP00000377532,9606.ENSP00000382071	PC,HLCS
UniProt Keywords	KW-0597	Phosphoprotein	10	8057	0.34	0.0468	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000382071,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,MDH2,PKLR,ME1,PC,HLCS,MDH1
Pfam	PF00224	Pyruvate kinase, barrel domain	2	2	3.25	0.0059	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
Pfam	PF00285	Citrate synthase, C-terminal domain	2	2	3.25	0.0059	9606.ENSP00000253792,9606.ENSP00000342056	ACLY,CS
Pfam	PF00821	Phosphoenolpyruvate carboxykinase C-terminal P-loop domain	2	2	3.25	0.0059	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
Pfam	PF02887	Pyruvate kinase, alpha/beta domain	2	2	3.25	0.0059	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
Pfam	PF17297	Phosphoenolpyruvate carboxykinase N-terminal domain	2	2	3.25	0.0059	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
Pfam	PF00056	Lactate/malate dehydrogenase, nad binding domain	2	8	2.65	0.0074	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
Pfam	PF02866	Lactate/malate dehydrogenase, alpha/beta c-terminal domain	2	8	2.65	0.0074	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
InterPro	IPR001236	Lactate/malate dehydrogenase, N-terminal	2	8	2.65	0.0090	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
InterPro	IPR001252	Malate dehydrogenase, active site	2	2	3.25	0.0090	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
InterPro	IPR001557	L-lactate/malate dehydrogenase	2	9	2.6	0.0090	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
InterPro	IPR001697	Pyruvate kinase	2	2	3.25	0.0090	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
InterPro	IPR002020	Citrate synthase	2	2	3.25	0.0090	9606.ENSP00000253792,9606.ENSP00000342056	ACLY,CS
InterPro	IPR008209	Phosphoenolpyruvate carboxykinase, GTP-utilising	2	2	3.25	0.0090	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
InterPro	IPR008210	Phosphoenolpyruvate carboxykinase, N-terminal	2	2	3.25	0.0090	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
InterPro	IPR011037	Pyruvate kinase-like, insert domain superfamily	2	5	2.85	0.0090	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
InterPro	IPR013035	Phosphoenolpyruvate carboxykinase, C-terminal	2	2	3.25	0.0090	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
InterPro	IPR015793	Pyruvate kinase, barrel	2	2	3.25	0.0090	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
InterPro	IPR015795	Pyruvate kinase, C-terminal	2	2	3.25	0.0090	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
InterPro	IPR015806	Pyruvate kinase, insert domain superfamily	2	2	3.25	0.0090	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
InterPro	IPR015813	Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily	2	3	3.07	0.0090	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
InterPro	IPR015955	Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal	2	9	2.6	0.0090	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
InterPro	IPR016143	Citrate synthase-like, small alpha subdomain	2	2	3.25	0.0090	9606.ENSP00000253792,9606.ENSP00000342056	ACLY,CS
InterPro	IPR018091	Phosphoenolpyruvate carboxykinase, GTP-utilising, conserved site	2	2	3.25	0.0090	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
InterPro	IPR018209	Pyruvate kinase, active site	2	2	3.25	0.0090	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
InterPro	IPR022383	Lactate/malate dehydrogenase, C-terminal	2	8	2.65	0.0090	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
InterPro	IPR035077	Phosphoenolpyruvate carboxykinase, C-terminal P-loop domain	2	2	3.25	0.0090	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
InterPro	IPR035078	Phosphoenolpyruvate carboxykinase, GTP-utilising, N-terminal	2	2	3.25	0.0090	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
InterPro	IPR036291	NAD(P)-binding domain superfamily	4	155	1.66	0.0090	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000358719,9606.ENSP00000438144	ACLY,MDH2,ME1,MDH1
InterPro	IPR036918	Pyruvate kinase, C-terminal domain superfamily	2	2	3.25	0.0090	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
InterPro	IPR036969	Citrate synthase superfamily	2	2	3.25	0.0090	9606.ENSP00000253792,9606.ENSP00000342056	ACLY,CS
InterPro	IPR040442	Pyruvate kinase-like domain superfamily	2	3	3.07	0.0090	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
